Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code
485_3897,2013,USA,Human,Human,Human,USA
485_14470,2017,Australia,Human,,,AUS
485_9303,2016,United Kingdom,Human,Human,Human,GBR
485_15505,2017,Australia,Human,,,AUS
485_9345,2014,United Kingdom,Human,Human,Human,GBR
485_14442,2017,Australia,Human,,,AUS
485_17616,2017,Australia,Human,,,AUS
485_16778,2017,Australia,Human,,,AUS
485_16979,2017,Australia,Human,,,AUS
485_3864,2013,USA,Human,Human,Human,USA
485_14428,2017,Australia,Human,,,AUS
485_4413,2013,USA,Human,Human,Human,USA
485_15665,2017,Australia,Human,,,AUS
485_13125,2017,Australia,Human,,,AUS
485_804,2010,Canada,Human,Human,Human,CAN
485_15556,2017,Australia,Human,,,AUS
485_5013,2013,Italy,Human,Human,Human,ITA
485_14065,2017,Australia,Human,,,AUS
485_8254,2015,United Kingdom,Human,Human,Human,GBR
485_7038,2015,New Zealand,Human,Human,Human,NZL
485_7871,2015,New Zealand,Human,Human,Human,NZL
485_532,2005,Canada,Human,Human,Human,CAN
485_17038,2017,Australia,Human,,,AUS
485_8638,2016,United Kingdom,Human,Human,Human,GBR
485_9708,2013,Australia,Human,Human,Human,AUS
485_14033,2017,Australia,Human,,,AUS
485_4763,2015,Japan,Human,Human,Human,JPN
485_4001,2012,USA,Human,Human,Human,USA
485_15593,2017,Australia,Human,,,AUS
485_5563,2013,Spain,Human,Human,Human,ESP
485_6846,2015,New Zealand,Human,Human,Human,NZL
485_14345,2017,Australia,Human,,,AUS
485_14766,2017,Australia,Human,,,AUS
485_8477,2015,United Kingdom,Human,Human,Human,GBR
485_13088,2017,Australia,Human,,,AUS
485_4331,2012,USA,Human,Human,Human,USA
485_8819,2013,United Kingdom,Human,Human,Human,GBR
485_3956,2013,USA,Human,Human,Human,USA
485_4903,2015,Japan,Human,Human,Human,JPN
485_9375,2013,United Kingdom,Human,Human,Human,GBR
485_17741,2001,Japan,Human,,,JPN
485_8703,2015,United Kingdom,Human,Human,Human,GBR
485_15600,2017,Australia,Human,,,AUS
485_14805,2017,Australia,Human,,,AUS
485_17840,2010,Slovenia,Human,,,SVN
485_138,2010,USA,Human,Human,Human,USA
485_14878,2017,Australia,Human,,,AUS
485_15448,2013,USA,Human,,,USA
485_9380,2014,United Kingdom,Human,Human,Human,GBR
485_9508,2016,United Kingdom,Human,Human,Human,GBR
485_4888,2015,Japan,Human,Human,Human,JPN
485_8945,2013,United Kingdom,Human,Human,Human,GBR
485_5572,2013,Spain,Human,Human,Human,ESP
485_17619,2017,Australia,Human,,,AUS
485_9714,2013,Australia,Human,Human,Human,AUS
485_8536,2016,United Kingdom,Human,Human,Human,GBR
485_15483,2012,USA,Human,,,USA
485_3874,2014,USA,Human,Human,Human,USA
485_13871,2017,Australia,Human,,,AUS
485_5513,2013,Portugal,Human,Human,Human,PRT
485_4803,2015,Japan,Human,Human,Human,JPN
485_9676,2009,Australia,Human,Human,Human,AUS
485_14037,2017,Australia,Human,,,AUS
485_13301,2017,Australia,Human,,,AUS
485_13168,2017,Australia,Human,,,AUS
485_9237,2016,United Kingdom,Human,Human,Human,GBR
485_3852,2013,USA,Human,Human,Human,USA
485_9679,2009,Australia,Human,Human,Human,AUS
485_14293,2017,Australia,Human,,,AUS
485_4414,2012,USA,Human,Human,Human,USA
485_13362,2017,Australia,Human,,,AUS
485_14953,2017,Australia,Human,,,AUS
485_7037,2015,New Zealand,Human,Human,Human,NZL
485_17862,2008,Chile,Human,,,CHL
485_16581,2017,Australia,Human,,,AUS
485_57,2010,USA,Human,Human,Human,USA
485_6908,2015,New Zealand,Human,Human,Human,NZL
485_17594,2017,Australia,Human,,,AUS
485_9180,2014,United Kingdom,Human,Human,Human,GBR
485_436,2012,USA,Human,Human,Human,USA
485_8993,2016,United Kingdom,Human,Human,Human,GBR
485_8738,2014,United Kingdom,Human,Human,Human,GBR
485_8808,2014,United Kingdom,Human,Human,Human,GBR
485_14909,2017,Australia,Human,,,AUS
485_8367,2015,United Kingdom,Human,Human,Human,GBR
485_9175,2016,United Kingdom,Human,Human,Human,GBR
485_9726,2014,Australia,Human,Human,Human,AUS
485_9120,2013,United Kingdom,Human,Human,Human,GBR
485_43,2012,USA,Human,Human,Human,USA
485_7050,2015,New Zealand,Human,Human,Human,NZL
485_8091,2015,United Kingdom,Human,Human,Human,GBR
485_14948,2017,Australia,Human,,,AUS
485_4447,2012,USA,Human,Human,Human,USA
485_6787,2015,New Zealand,Human,Human,Human,NZL
485_9214,2014,United Kingdom,Human,Human,Human,GBR
485_16592,2017,Australia,Human,,,AUS
485_15681,2017,Australia,Human,,,AUS
485_4073,2012,USA,Human,Human,Human,USA
485_9007,2014,United Kingdom,Human,Human,Human,GBR
485_14301,2017,Australia,Human,,,AUS
485_14352,2017,Australia,Human,,,AUS
485_8531,2014,United Kingdom,Human,Human,Human,GBR
485_13376,2017,Australia,Human,,,AUS
485_394,2013,USA,Human,Human,Human,USA
485_7112,2015,New Zealand,Human,Human,Human,NZL
485_4972,2013,Spain,Human,Human,Human,ESP
485_722,2006,Canada,Human,Human,Human,CAN
485_14154,2017,Australia,Human,,,AUS
485_252,2010,USA,Human,Human,Human,USA
485_4301,2012,USA,Human,Human,Human,USA
485_7039,2015,New Zealand,Human,Human,Human,NZL
485_8296,2013,United Kingdom,Human,Human,Human,GBR
485_3859,2013,USA,Human,Human,Human,USA
485_9053,2016,United Kingdom,Human,Human,Human,GBR
485_13623,2017,Australia,Human,,,AUS
485_13002,2017,Australia,Human,,,AUS
485_14943,2017,Australia,Human,,,AUS
485_9558,2015,Japan,Human,Human,Human,JPN
485_4836,2015,Japan,Human,Human,Human,JPN
485_7111,2015,New Zealand,Human,Human,Human,NZL
485_6799,2015,New Zealand,Human,Human,Human,NZL
485_5301,2013,Denmark,Human,Human,Human,DNK
485_9767,2016,Ireland,Human,Human,Human,IRL
485_7072,2015,New Zealand,Human,Human,Human,NZL
485_8940,2014,United Kingdom,Human,Human,Human,GBR
485_5510,2013,Portugal,Human,Human,Human,PRT
485_5291,2013,Greece,Human,Human,Human,GRC
485_13489,2017,Australia,Human,,,AUS
485_5027,2013,Spain,Human,Human,Human,ESP
485_9669,2009,Australia,Human,Human,Human,AUS
485_3682,2012,USA,Human,Human,Human,USA
485_13032,2017,Australia,Human,,,AUS
485_8815,2016,United Kingdom,Human,Human,Human,GBR
485_13718,2017,Australia,Human,,,AUS
485_17627,2017,Australia,Human,,,AUS
485_16984,2017,Australia,Human,,,AUS
485_13319,2017,Australia,Human,,,AUS
485_13531,2017,Australia,Human,,,AUS
485_14372,2017,Australia,Human,,,AUS
485_14860,2017,Australia,Human,,,AUS
485_14331,2017,Australia,Human,,,AUS
485_5490,2013,Portugal,Human,Human,Human,PRT
485_865,1989,Canada,Human,Human,Human,CAN
485_17834,2008,Japan,Human,,,JPN
485_8884,2014,United Kingdom,Human,Human,Human,GBR
485_13907,2017,Australia,Human,,,AUS
485_9183,2015,United Kingdom,Human,Human,Human,GBR
485_9046,2016,United Kingdom,Human,Human,Human,GBR
485_15042,2017,Australia,Human,,,AUS
485_7035,2015,New Zealand,Human,Human,Human,NZL
485_14226,2017,Australia,Human,,,AUS
485_13511,2017,Australia,Human,,,AUS
485_9320,2014,United Kingdom,Human,Human,Human,GBR
485_9772,2016,Ireland,Human,Human,Human,IRL
485_17883,2004,Japan,Human,,,JPN
485_13808,2017,Australia,Human,,,AUS
485_9373,2015,United Kingdom,Human,Human,Human,GBR
485_841,2012,Canada,Human,Human,Human,CAN
485_3767,2013,USA,Human,Human,Human,USA
485_145,2010,USA,Human,Human,Human,USA
485_5498,2013,Portugal,Human,Human,Human,PRT
485_519,1998,Canada,Human,Human,Human,CAN
485_368,2012,USA,Human,Human,Human,USA
485_13180,2017,Australia,Human,,,AUS
485_12889,2017,Australia,Human,,,AUS
485_15656,2017,Australia,Human,,,AUS
485_9516,2014,United Kingdom,Human,Human,Human,GBR
485_783,2011,Canada,Human,Human,Human,CAN
485_15481,2012,USA,Human,,,USA
485_4776,2015,Japan,Human,Human,Human,JPN
485_15585,2017,Australia,Human,,,AUS
485_4009,2012,USA,Human,Human,Human,USA
485_14547,2017,Australia,Human,,,AUS
485_14100,2017,Australia,Human,,,AUS
485_9284,2015,United Kingdom,Human,Human,Human,GBR
485_8504,2014,United Kingdom,Human,Human,Human,GBR
485_5659,2013,France,Human,Human,Human,FRA
485_9447,2014,United Kingdom,Human,Human,Human,GBR
485_8431,2016,United Kingdom,Human,Human,Human,GBR
485_5065,2013,Belgium,Human,Human,Human,BEL
485_13603,2017,Australia,Human,,,AUS
485_9193,2015,United Kingdom,Human,Human,Human,GBR
485_14918,2017,Australia,Human,,,AUS
485_4186,2013,USA,Human,Human,Human,USA
485_9300,2016,United Kingdom,Human,Human,Human,GBR
485_780,2010,Canada,Human,Human,Human,CAN
485_217,2010,USA,Human,Human,Human,USA
485_4279,2012,USA,Human,Human,Human,USA
485_9349,2013,United Kingdom,Human,Human,Human,GBR
485_5117,2013,Sweden,Human,Human,Human,SWE
485_3685,2012,USA,Human,Human,Human,USA
485_5337,2013,United Kingdom,Human,Human,Human,GBR
485_16968,2017,Australia,Human,,,AUS
485_6815,2015,New Zealand,Human,Human,Human,NZL
485_4332,2012,USA,Human,Human,Human,USA
485_869,2003,Japan,Human,Human,Human,JPN
485_8871,2013,United Kingdom,Human,Human,Human,GBR
485_14044,2017,Australia,Human,,,AUS
485_283,2010,USA,Human,Human,Human,USA
485_15438,2013,USA,Human,,,USA
485_8665,2015,United Kingdom,Human,Human,Human,GBR
485_3952,2013,USA,Human,Human,Human,USA
485_13460,2017,Australia,Human,,,AUS
485_9272,2015,United Kingdom,Human,Human,Human,GBR
485_8377,2014,United Kingdom,Human,Human,Human,GBR
485_15493,2012,USA,Human,,,USA
485_6943,2015,New Zealand,Human,Human,Human,NZL
485_9729,2014,Australia,Human,Human,Human,AUS
485_13353,2017,Australia,Human,,,AUS
485_5038,2013,Belgium,Human,Human,Human,BEL
485_5354,2013,United Kingdom,Human,Human,Human,GBR
485_9231,2014,United Kingdom,Human,Human,Human,GBR
485_8359,2013,United Kingdom,Human,Human,Human,GBR
485_14913,2017,Australia,Human,,,AUS
485_13878,2017,Australia,Human,,,AUS
485_8379,2014,United Kingdom,Human,Human,Human,GBR
485_17496,2017,Australia,Human,,,AUS
485_16695,2017,Australia,Human,,,AUS
485_8875,2016,United Kingdom,Human,Human,Human,GBR
485_14309,2017,Australia,Human,,,AUS
485_4328,2012,USA,Human,Human,Human,USA
485_14086,2017,Australia,Human,,,AUS
485_133,2010,USA,Human,Human,Human,USA
485_3849,2013,USA,Human,Human,Human,USA
485_9240,2016,United Kingdom,Human,Human,Human,GBR
485_13095,2017,Australia,Human,,,AUS
485_14430,2017,Australia,Human,,,AUS
485_8932,2015,United Kingdom,Human,Human,Human,GBR
485_5560,2013,Spain,Human,Human,Human,ESP
485_8667,2014,United Kingdom,Human,Human,Human,GBR
485_14894,2017,Australia,Human,,,AUS
485_757,2009,Canada,Human,Human,Human,CAN
485_520,1999,Canada,Human,Human,Human,CAN
485_14210,2017,Australia,Human,,,AUS
485_740,2007,Canada,Human,Human,Human,CAN
485_104,2009,USA,Human,Human,Human,USA
485_6947,2015,New Zealand,Human,Human,Human,NZL
485_13398,2017,Australia,Human,,,AUS
485_16433,2017,Australia,Human,,,AUS
485_5083,2013,Belgium,Human,Human,Human,BEL
485_9294,2013,United Kingdom,Human,Human,Human,GBR
485_5404,2013,United Kingdom,Human,Human,Human,GBR
485_13282,2017,Australia,Human,,,AUS
485_4067,2013,USA,Human,Human,Human,USA
485_17798,2013,Brazil,Human,,,BRA
485_9452,2014,United Kingdom,Human,Human,Human,GBR
485_6989,2015,New Zealand,Human,Human,Human,NZL
485_8569,2016,United Kingdom,Human,Human,Human,GBR
485_9248,2014,United Kingdom,Human,Human,Human,GBR
485_16896,2017,Australia,Human,,,AUS
485_359,2009,Canada,Human,Human,Human,CAN
485_4274,2013,USA,Human,Human,Human,USA
485_564,2012,Canada,Human,Human,Human,CAN
485_13356,2017,Australia,Human,,,AUS
485_3935,2013,USA,Human,Human,Human,USA
485_5120,2013,Denmark,Human,Human,Human,DNK
485_13507,2017,Australia,Human,,,AUS
485_5578,2013,Spain,Human,Human,Human,ESP
485_16958,2017,Australia,Human,,,AUS
485_3781,2013,USA,Human,Human,Human,USA
485_12972,2017,Australia,Human,,,AUS
485_17046,2017,Australia,Human,,,AUS
485_8846,2014,United Kingdom,Human,Human,Human,GBR
485_4334,2012,USA,Human,Human,Human,USA
485_8312,2016,United Kingdom,Human,Human,Human,GBR
485_13325,2017,Australia,Human,,,AUS
485_8352,2016,United Kingdom,Human,Human,Human,GBR
485_4854,2015,Japan,Human,Human,Human,JPN
485_557,2011,Canada,Human,Human,Human,CAN
485_8533,2015,United Kingdom,Human,Human,Human,GBR
485_17880,2004,Japan,Human,,,JPN
485_6888,2015,New Zealand,Human,Human,Human,NZL
485_15654,2017,Australia,Human,,,AUS
485_7022,2015,New Zealand,Human,Human,Human,NZL
485_4783,2015,Japan,Human,Human,Human,JPN
485_821,2012,Canada,Human,Human,Human,CAN
485_16549,2017,Australia,Human,,,AUS
485_15531,2017,Australia,Human,,,AUS
485_9710,2013,Australia,Human,Human,Human,AUS
485_474,2014,Canada,Human,Human,Human,CAN
485_3969,2013,USA,Human,Human,Human,USA
485_8421,2015,United Kingdom,Human,Human,Human,GBR
485_556,2011,Canada,Human,Human,Human,CAN
485_13656,2017,Australia,Human,,,AUS
485_8761,2013,United Kingdom,Human,Human,Human,GBR
485_13891,2017,Australia,Human,,,AUS
485_17536,2017,Australia,Human,,,AUS
485_17867,2008,Spain,Human,,,ESP
485_8494,2014,United Kingdom,Human,Human,Human,GBR
485_13491,2017,Australia,Human,,,AUS
485_158,2010,USA,Human,Human,Human,USA
485_17593,2017,Australia,Human,,,AUS
485_817,2011,Canada,Human,Human,Human,CAN
485_5446,2013,Portugal,Human,Human,Human,PRT
485_6969,2015,New Zealand,Human,Human,Human,NZL
485_5294,2013,Greece,Human,Human,Human,GRC
485_13371,2017,Australia,Human,,,AUS
485_14093,2017,Australia,Human,,,AUS
485_9428,2013,United Kingdom,Human,Human,Human,GBR
485_17031,2017,Australia,Human,,,AUS
485_3633,2014,USA,Human,Human,Human,USA
485_5359,2013,United Kingdom,Human,Human,Human,GBR
485_9465,2016,United Kingdom,Human,Human,Human,GBR
485_5273,2013,Sweden,Human,Human,Human,SWE
485_9644,1998,Japan,Human,Human,Human,JPN
485_8695,2014,United Kingdom,Human,Human,Human,GBR
485_17652,2017,Australia,Human,,,AUS
485_8455,2015,United Kingdom,Human,Human,Human,GBR
485_13706,2017,Australia,Human,,,AUS
485_537,2008,Canada,Human,Human,Human,CAN
485_14815,2017,Australia,Human,,,AUS
485_8427,2015,United Kingdom,Human,Human,Human,GBR
485_9602,2015,Japan,Human,Human,Human,JPN
485_17449,2017,Australia,Human,,,AUS
485_8511,2013,United Kingdom,Human,Human,Human,GBR
485_14684,2017,Australia,Human,,,AUS
485_4832,2015,Japan,Human,Human,Human,JPN
485_6958,2015,New Zealand,Human,Human,Human,NZL
485_3984,2015,USA,Human,Human,Human,USA
485_4071,2013,USA,Human,Human,Human,USA
485_262,2010,USA,Human,Human,Human,USA
485_17612,2017,Australia,Human,,,AUS
485_15560,2017,Australia,Human,,,AUS
485_5231,2013,Netherlands,Human,Human,Human,NLD
485_9221,2013,United Kingdom,Human,Human,Human,GBR
485_17739,2001,Japan,Human,,,JPN
485_14853,2017,Australia,Human,,,AUS
485_9336,2014,United Kingdom,Human,Human,Human,GBR
485_9063,2015,United Kingdom,Human,Human,Human,GBR
485_5457,2013,Portugal,Human,Human,Human,PRT
485_5317,2013,United Kingdom,Human,Human,Human,GBR
485_4193,2012,USA,Human,Human,Human,USA
485_4191,2012,USA,Human,Human,Human,USA
485_3671,2012,USA,Human,Human,Human,USA
485_6855,2015,New Zealand,Human,Human,Human,NZL
485_13321,2017,Australia,Human,,,AUS
485_5067,2013,Belgium,Human,Human,Human,BEL
485_8591,2014,United Kingdom,Human,Human,Human,GBR
485_9605,2015,Japan,Human,Human,Human,JPN
485_14178,2017,Australia,Human,,,AUS
485_8802,2015,United Kingdom,Human,Human,Human,GBR
485_4438,2012,USA,Human,Human,Human,USA
485_7737,2015,New Zealand,Human,Human,Human,NZL
485_4342,2012,USA,Human,Human,Human,USA
485_14871,2017,Australia,Human,,,AUS
485_15617,2017,Australia,Human,,,AUS
485_3942,2013,USA,Human,Human,Human,USA
485_8934,2013,United Kingdom,Human,Human,Human,GBR
485_16414,2017,Australia,Human,,,AUS
485_17685,2017,Australia,Human,,,AUS
485_17833,2011,Belarus,Human,,,BLR
485_4114,2013,USA,Human,Human,Human,USA
485_5336,2013,United Kingdom,Human,Human,Human,GBR
485_8971,2014,United Kingdom,Human,Human,Human,GBR
485_12969,2017,Australia,Human,,,AUS
485_5635,2013,France,Human,Human,Human,FRA
485_13238,2017,Australia,Human,,,AUS
485_14900,2017,Australia,Human,,,AUS
485_4111,2013,USA,Human,Human,Human,USA
485_8833,2016,United Kingdom,Human,Human,Human,GBR
485_3785,2012,USA,Human,Human,Human,USA
485_8742,2015,United Kingdom,Human,Human,Human,GBR
485_3976,2013,USA,Human,Human,Human,USA
485_9531,2015,Japan,Human,Human,Human,JPN
485_16970,2017,Australia,Human,,,AUS
485_8398,2014,United Kingdom,Human,Human,Human,GBR
485_8500,2014,United Kingdom,Human,Human,Human,GBR
485_16544,2017,Australia,Human,,,AUS
485_827,2012,Canada,Human,Human,Human,CAN
485_13954,2017,Australia,Human,,,AUS
485_14332,2017,Australia,Human,,,AUS
485_14234,2017,Australia,Human,,,AUS
485_13430,2017,Australia,Human,,,AUS
485_8366,2015,United Kingdom,Human,Human,Human,GBR
485_8684,2016,United Kingdom,Human,Human,Human,GBR
485_12896,2017,Australia,Human,,,AUS
485_8682,2016,United Kingdom,Human,Human,Human,GBR
485_8691,2016,United Kingdom,Human,Human,Human,GBR
485_5078,2013,Belgium,Human,Human,Human,BEL
485_8409,2015,United Kingdom,Human,Human,Human,GBR
485_8433,2016,United Kingdom,Human,Human,Human,GBR
485_5421,2013,Malta,Human,Human,Human,MLT
485_14898,2017,Australia,Human,,,AUS
485_14848,2017,Australia,Human,,,AUS
485_13016,2017,Australia,Human,,,AUS
485_17487,2017,Australia,Human,,,AUS
485_763,2010,Canada,Human,Human,Human,CAN
485_3823,2012,USA,Human,Human,Human,USA
485_14045,2017,Australia,Human,,,AUS
485_15456,2012,USA,Human,,,USA
485_15412,2012,USA,Human,,,USA
485_13872,2017,Australia,Human,,,AUS
485_3812,2013,USA,Human,Human,Human,USA
485_17852,2008,Slovenia,Human,,,SVN
485_6753,2015,New Zealand,Human,Human,Human,NZL
485_9746,2015,Ireland,Human,Human,Human,IRL
485_9715,2013,Australia,Human,Human,Human,AUS
485_16675,2017,Australia,Human,,,AUS
485_13831,2017,Australia,Human,,,AUS
485_14817,2017,Australia,Human,,,AUS
485_17861,2010,Estonia,Human,,,EST
485_3856,2013,USA,Human,Human,Human,USA
485_4077,2013,USA,Human,Human,Human,USA
485_17056,2017,Australia,Human,,,AUS
485_13806,2017,Australia,Human,,,AUS
485_9691,2011,Australia,Human,Human,Human,AUS
485_8287,2014,United Kingdom,Human,Human,Human,GBR
485_14411,2017,Australia,Human,,,AUS
485_815,2011,Canada,Human,Human,Human,CAN
485_5227,2013,Netherlands,Human,Human,Human,NLD
485_17581,2017,Australia,Human,,,AUS
485_5582,2013,Spain,Human,Human,Human,ESP
485_4383,2012,USA,Human,Human,Human,USA
485_6970,2015,New Zealand,Human,Human,Human,NZL
485_8692,2016,United Kingdom,Human,Human,Human,GBR
485_8358,2016,United Kingdom,Human,Human,Human,GBR
485_8740,2014,United Kingdom,Human,Human,Human,GBR
485_13499,2017,Australia,Human,,,AUS
485_13902,2017,Australia,Human,,,AUS
485_17620,2017,Australia,Human,,,AUS
485_17608,2017,Australia,Human,,,AUS
485_7068,2015,New Zealand,Human,Human,Human,NZL
485_8753,2013,United Kingdom,Human,Human,Human,GBR
485_5111,2013,Greece,Human,Human,Human,GRC
485_4081,2013,USA,Human,Human,Human,USA
485_16554,2017,Australia,Human,,,AUS
485_6861,2015,New Zealand,Human,Human,Human,NZL
485_5641,2013,France,Human,Human,Human,FRA
485_15499,2012,USA,Human,,,USA
485_4465,2013,USA,Human,Human,Human,USA
485_4325,2012,USA,Human,Human,Human,USA
485_17808,2009,Brazil,Human,,,BRA
485_850,2009,Canada,Human,Human,Human,CAN
485_3777,2013,USA,Human,Human,Human,USA
485_13378,2017,Australia,Human,,,AUS
485_16561,2017,Australia,Human,,,AUS
485_13492,2017,Australia,Human,,,AUS
485_3794,2012,USA,Human,Human,Human,USA
485_4108,2013,USA,Human,Human,Human,USA
485_17805,2008,Brazil,Human,,,BRA
485_13840,2017,Australia,Human,,,AUS
485_4137,2013,USA,Human,Human,Human,USA
485_4105,2013,USA,Human,Human,Human,USA
485_14370,2017,Australia,Human,,,AUS
485_5296,2013,Denmark,Human,Human,Human,DNK
485_14780,2017,Australia,Human,,,AUS
485_14893,2017,Australia,Human,,,AUS
485_6858,2015,New Zealand,Human,Human,Human,NZL
485_8764,2013,United Kingdom,Human,Human,Human,GBR
485_13271,2017,Australia,Human,,,AUS
485_8348,2014,United Kingdom,Human,Human,Human,GBR
485_6907,2015,New Zealand,Human,Human,Human,NZL
485_4257,2012,USA,Human,Human,Human,USA
485_14353,2017,Australia,Human,,,AUS
485_4404,2013,USA,Human,Human,Human,USA
485_14326,2017,Australia,Human,,,AUS
485_4295,2013,USA,Human,Human,Human,USA
485_14971,2017,Australia,Human,,,AUS
485_13520,2017,Australia,Human,,,AUS
485_13540,2017,Australia,Human,,,AUS
485_9515,2014,United Kingdom,Human,Human,Human,GBR
485_8614,2015,United Kingdom,Human,Human,Human,GBR
485_17673,2017,Australia,Human,,,AUS
485_13112,2017,Australia,Human,,,AUS
485_14340,2017,Australia,Human,,,AUS
485_8339,2013,United Kingdom,Human,Human,Human,GBR
485_8399,2015,United Kingdom,Human,Human,Human,GBR
485_13223,2017,Australia,Human,,,AUS
485_8390,2013,United Kingdom,Human,Human,Human,GBR
485_4823,2015,Japan,Human,Human,Human,JPN
485_4299,2013,USA,Human,Human,Human,USA
485_17823,2012,Poland,Human,,,POL
485_9271,2014,United Kingdom,Human,Human,Human,GBR
485_17826,2011,Germany,Human,,,DEU
485_8372,2015,United Kingdom,Human,Human,Human,GBR
485_14511,2017,Australia,Human,,,AUS
485_13265,2017,Australia,Human,,,AUS
485_4785,2015,Japan,Human,Human,Human,JPN
485_6949,2015,New Zealand,Human,Human,Human,NZL
485_8921,2014,United Kingdom,Human,Human,Human,GBR
485_14355,2017,Australia,Human,,,AUS
485_4314,2012,USA,Human,Human,Human,USA
485_14094,2017,Australia,Human,,,AUS
485_4002,2012,USA,Human,Human,Human,USA
485_13768,2017,Australia,Human,,,AUS
485_8622,2015,United Kingdom,Human,Human,Human,GBR
485_14520,2017,Australia,Human,,,AUS
485_3764,2013,USA,Human,Human,Human,USA
485_13982,2017,Australia,Human,,,AUS
485_9278,2013,United Kingdom,Human,Human,Human,GBR
485_201,2010,USA,Human,Human,Human,USA
485_8557,2013,United Kingdom,Human,Human,Human,GBR
485_13061,2017,Australia,Human,,,AUS
485_14300,2017,Australia,Human,,,AUS
485_5086,2013,Greece,Human,Human,Human,GRC
485_9502,2014,United Kingdom,Human,Human,Human,GBR
485_3754,2013,USA,Human,Human,Human,USA
485_4907,2015,Japan,Human,Human,Human,JPN
485_4877,2015,Japan,Human,Human,Human,JPN
485_14150,2017,Australia,Human,,,AUS
485_5603,2013,France,Human,Human,Human,FRA
485_9342,2015,United Kingdom,Human,Human,Human,GBR
485_13435,2017,Australia,Human,,,AUS
485_5144,2013,Denmark,Human,Human,Human,DNK
485_16608,2017,Australia,Human,,,AUS
485_15605,2017,Australia,Human,,,AUS
485_17002,2017,Australia,Human,,,AUS
485_5194,2013,Greece,Human,Human,Human,GRC
485_531,2005,Canada,Human,Human,Human,CAN
485_17751,2001,Japan,Human,,,JPN
485_7602,2015,New Zealand,Human,Human,Human,NZL
485_9178,2014,United Kingdom,Human,Human,Human,GBR
485_4091,2013,USA,Human,Human,Human,USA
485_13766,2017,Australia,Human,,,AUS
485_13160,2017,Australia,Human,,,AUS
485_8467,2016,United Kingdom,Human,Human,Human,GBR
485_15631,2017,Australia,Human,,,AUS
485_14526,2017,Australia,Human,,,AUS
485_4192,2012,USA,Human,Human,Human,USA
485_272,2009,USA,Human,Human,Human,USA
485_6757,2015,New Zealand,Human,Human,Human,NZL
485_810,2011,Canada,Human,Human,Human,CAN
485_3953,2013,USA,Human,Human,Human,USA
485_4247,2012,USA,Human,Human,Human,USA
485_8450,2016,United Kingdom,Human,Human,Human,GBR
485_5216,2013,Netherlands,Human,Human,Human,NLD
485_6928,2015,New Zealand,Human,Human,Human,NZL
485_9514,2013,United Kingdom,Human,Human,Human,GBR
485_9620,2015,Japan,Human,Human,Human,JPN
485_15672,2017,Australia,Human,,,AUS
485_13429,2017,Australia,Human,,,AUS
485_9445,2013,United Kingdom,Human,Human,Human,GBR
485_14770,2017,Australia,Human,,,AUS
485_9282,2015,United Kingdom,Human,Human,Human,GBR
485_14812,2017,Australia,Human,,,AUS
485_749,2008,Canada,Human,Human,Human,CAN
485_14519,2017,Australia,Human,,,AUS
485_17466,2017,Australia,Human,,,AUS
485_8546,2014,United Kingdom,Human,Human,Human,GBR
485_4884,2015,Japan,Human,Human,Human,JPN
485_13285,2017,Australia,Human,,,AUS
485_9205,2014,United Kingdom,Human,Human,Human,GBR
485_5240,2013,Netherlands,Human,Human,Human,NLD
485_5486,2013,Portugal,Human,Human,Human,PRT
485_6837,2015,New Zealand,Human,Human,Human,NZL
485_9082,2015,United Kingdom,Human,Human,Human,GBR
485_859,2012,Canada,Human,Human,Human,CAN
485_13666,2017,Australia,Human,,,AUS
485_13545,2017,Australia,Human,,,AUS
485_750,2009,Canada,Human,Human,Human,CAN
485_518,1998,Canada,Human,Human,Human,CAN
485_8671,2015,United Kingdom,Human,Human,Human,GBR
485_116,2009,USA,Human,Human,Human,USA
485_14424,2017,Australia,Human,,,AUS
485_4876,2015,Japan,Human,Human,Human,JPN
485_15534,2017,Australia,Human,,,AUS
485_15468,2012,USA,Human,,,USA
485_5420,2013,Malta,Human,Human,Human,MLT
485_14422,2017,Australia,Human,,,AUS
485_13213,2017,Australia,Human,,,AUS
485_8634,2013,United Kingdom,Human,Human,Human,GBR
485_14181,2017,Australia,Human,,,AUS
485_9378,2013,United Kingdom,Human,Human,Human,GBR
485_4138,2013,USA,Human,Human,Human,USA
485_4781,2015,Japan,Human,Human,Human,JPN
485_9116,2015,United Kingdom,Human,Human,Human,GBR
485_5022,2013,Spain,Human,Human,Human,ESP
485_8315,2016,United Kingdom,Human,Human,Human,GBR
485_4197,2013,USA,Human,Human,Human,USA
485_4977,2013,Spain,Human,Human,Human,ESP
485_4148,2013,USA,Human,Human,Human,USA
485_4464,2012,USA,Human,Human,Human,USA
485_9681,2011,Australia,Human,Human,Human,AUS
485_17645,2017,Australia,Human,,,AUS
485_5361,2013,United Kingdom,Human,Human,Human,GBR
485_8094,2015,United Kingdom,Human,Human,Human,GBR
485_4271,2012,USA,Human,Human,Human,USA
485_14202,2017,Australia,Human,,,AUS
485_6754,2015,New Zealand,Human,Human,Human,NZL
485_586,2011,USA,Human,Human,Human,USA
485_9161,2013,United Kingdom,Human,Human,Human,GBR
485_13903,2017,Australia,Human,,,AUS
485_731,2006,Canada,Human,Human,Human,CAN
485_13617,2017,Australia,Human,,,AUS
